Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC) - O,Land Locked Developing Countries (LLDC) - O,Small Island Developing States (SIDS) - O,Economic Growth (from prior year) - O,Population - O,GPD LCU (Trillions) - O,% <$1.90 a day - O,% of Famine - O,Maternal Mortality (Deaths) - O,Maternal Mortality per 100k - O ,Suicide Mortality per 100k - O,Life Expectancy (Year) - O ,% Male (Pop) - O ,% Rural Population - O,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,Natural Increase (Crude) per 1k - O,% Crop Production to '14-16 - O,Gov Education Budget (% of) - O,Country of asylum,Country of asylum (ISO),Continent of asylum,Least Developed Countries (LDC) - A,Land Locked Developing Countries (LLDC) - A,Small Island Developing States (SIDS) - A,Economic Growth (from prior year) - A,Population - A,GPD LCU (Trillions) - A,% <$1.90 a day - A,% of Famine - A,Maternal Mortality (Deaths) - A,Maternal Mortality per 100k - A,Suicide Mortality per 100k - A,Life Expectancy (Year) - A,% Male (Pop) - A,% Rural Population - A,Death Rate (Crude) per 1k - A,Birth Rate (Crude) Per 1k - A,Natural Increase (Crude) per 1k - A,% Crop Production to '14-16 - A,Gov Education Budget (% of) - A,Continent Move,LDC to LDC,LDC to MDC,MDC to LDC,MDC to MDC,To LDC,To MDC,Economic Growth difference,Population - Difference,GDP LCU (T) Difference,% <$1.90 a day - Difference,% of Famine - Difference,Maternal Mortality (Deaths) - Difference,Maternal Mortality per 100k - Difference,Suicide Mortality per 100k - Difference,Life Expectancy (Year) - Difference,% Male (Pop) - Difference,% Rural Population - Difference,Death Rate (Crude) per 1k - Difference,Birth Rate (Crude) Per 1k - Difference,Natural Increase (Crude) per 1k - Difference,% Crop Production to '14-16 - Difference,Gov Education Budget (% of) - Difference,Distance (KM),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Venezuelans displaced abroad,Stateless persons,hst,Others of concern,Total decisions,Decisions Per 100k,Decisions % - O
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Belgium,BEL,Europe,0,0,0,0.01,10286570,0.33,0,0.03,9,8,22.3,77.97,0.49,0.03,0.1,11.2,11.1,0.85,0,Europe to Europe,0,0,0,1,0,1,0.03,0.78,0.17,0,0.02,3,2.25,0.78,0.92,0.99,10.96,1.39,0.76,0.75,0.87,0.09,"1,698",22,0,0,,0,0,0,22,0.27,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Belgium,BEL,Europe,0,0,0,0.01,10286570,0.33,0,0.03,9,8,22.3,77.97,0.49,0.03,0.1,11.2,11.1,0.85,0,Europe to Europe,0,0,0,1,0,1,0.02,0.99,9.6,0,0,-3,0.88,0.73,0.96,0.99,9.28,1.04,0.79,0.79,1.13,0.09,"1,698",42,0,0,,0,0,0,42,0.41,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Canada,CAN,Americas,0,0,0,0.01,31020902,1.36,0,0.03,32,10,12.2,79.34,0.5,0.2,0.07,10.8,10.73,0.57,0.12,Europe to Americas,0,0,0,1,0,1,0.02,0.26,0.04,0,0.02,-20,1.8,1.43,0.9,0.98,1.53,1.97,0.79,0.78,1.3,-0.03,"7,371",708,331,0,,0,0,0,1039,12.97,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Canada,CAN,Americas,0,0,0,0.01,31020902,1.36,0,0.03,32,10,12.2,79.34,0.5,0.2,0.07,10.8,10.73,0.57,0.12,Europe to Americas,0,0,0,1,0,1,0.02,0.33,2.36,0,0,-26,0.7,1.33,0.95,0.98,1.29,1.48,0.82,0.82,1.7,-0.04,"7,371",679,58,0,,0,0,0,737,7.21,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Europe to Europe,0,0,0,1,0,1,0.01,0.78,0.02,0,0.02,6,2.57,1.08,0.95,1,1.18,1.33,0.96,0.95,0.77,0.01,"1,065",37,159,0,,0,0,0,196,2.45,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Denmark,DNK,Europe,0,0,0,0.01,5358783,1.78,0,0.03,5,8,15.8,76.79,0.49,0.15,0.11,12.2,12.09,0.89,0.16,Europe to Europe,0,0,0,1,0,1,0.03,1.49,0.03,0,0.02,7,2.25,1.11,0.93,0.98,2.08,1.28,0.7,0.69,0.83,-0.06,"1,637",11,0,0,,0,0,0,11,0.14,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Finland,FIN,Europe,0,0,0,0.03,5188008,0.18,0,0.03,3,5,24.1,77.97,0.49,0.18,0.09,10.8,10.71,1.01,0.13,Europe to Europe,0,0,0,1,0,1,0.01,1.54,0.31,0,0.02,9,3.6,0.73,0.92,1,1.75,1.49,0.79,0.78,0.73,-0.03,"1,946",21,0,0,,0,0,0,21,0.26,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,France,FRA,Europe,0,0,0,0.02,61357432,1.88,0,0.03,73,10,19.5,79.16,0.48,0.24,0.09,13.1,13.01,0.94,0,Europe to Europe,0,0,0,1,0,1,0.02,0.13,0.03,0,0.02,-61,1.8,0.9,0.91,1,1.29,1.59,0.65,0.64,0.79,0.09,"1,758",105,0,0,,0,0,0,105,1.31,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,France,FRA,Europe,0,0,0,0.02,61357432,1.88,0,0.03,73,10,19.5,79.16,0.48,0.24,0.09,13.1,13.01,0.94,0,Europe to Europe,0,0,0,1,0,1,0.01,0.17,1.7,0,0,-67,0.7,0.83,0.95,1,1.09,1.19,0.68,0.68,1.03,0.09,"1,758",40,0,0,,0,0,0,40,0.39,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0,0,0,0.02,59119673,1.54,0,0.03,73,11,8.3,77.99,0.49,0.21,0.1,11.3,11.2,0.87,0.12,Europe to Europe,0,0,0,1,0,1,0.02,0.14,0.04,0,0.02,-61,1.64,2.11,0.92,1,1.45,1.37,0.75,0.75,0.85,-0.03,"2,015",10,0,0,,0,0,0,10,0.12,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0,0,0,0.02,59119673,1.54,0,0.03,73,11,8.3,77.99,0.49,0.21,0.1,11.3,11.2,0.87,0.12,Europe to Europe,0,0,0,1,0,1,0.01,0.17,2.07,0,0,-67,0.64,1.95,0.96,1,1.23,1.03,0.79,0.79,1.11,-0.03,"2,015",25,0,0,,0,0,0,25,0.24,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Germany,DEU,Europe,0,0,0,0.02,82349925,2.6,0,0.03,50,7,14.5,78.33,0.49,0.25,0.1,8.9,8.8,1.01,0,Europe to Europe,0,0,0,1,0,1,0.02,0.1,0.02,0,0.02,-38,2.57,1.21,0.92,1,1.24,1.39,0.96,0.95,0.73,0.09,"1,319",0,25,0,,0,0,0,25,0.31,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Germany,DEU,Europe,0,0,0,0.02,82349925,2.6,0,0.03,50,7,14.5,78.33,0.49,0.25,0.1,8.9,8.8,1.01,0,Europe to Europe,0,0,0,1,0,1,0.01,0.12,1.23,0,0,-44,1,1.12,0.96,1,1.05,1.04,1,1,0.96,0.09,"1,319",0,14,0,,0,0,0,14,0.14,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Greece,GRC,Europe,0,0,0,0.04,10862132,0.19,0,0.03,3,3,3.1,78.39,0.5,0.27,0.09,9.4,9.31,1.07,0.07,Europe to Europe,0,0,0,1,0,1,0,0.74,0.29,0,0.02,9,6,5.65,0.92,0.98,1.14,1.49,0.9,0.9,0.69,0.02,526,73,0,0,,0,0,0,73,0.91,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Greece,GRC,Europe,0,0,0,0.04,10862132,0.19,0,0.03,3,3,3.1,78.39,0.5,0.27,0.09,9.4,9.31,1.07,0.07,Europe to Europe,0,0,0,1,0,1,-0.01,0.94,16.93,0,0,3,2.33,5.23,0.96,0.98,0.96,1.12,0.95,0.95,0.9,0.01,526,232,0,0,,0,0,0,232,2.27,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Ireland,IRL,Europe,0,0,0,0.05,3866243,0.15,0,0.03,4,7,13.2,77.13,0.5,0.41,0.08,15,14.92,0.98,0.13,Europe to Europe,0,0,0,1,0,1,-0.01,2.07,0.37,0,0.02,8,2.57,1.33,0.93,0.98,0.76,1.79,0.57,0.56,0.75,-0.03,"2,474",22,0,0,,0,0,0,22,0.27,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Ireland,IRL,Europe,0,0,0,0.05,3866243,0.15,0,0.03,4,7,13.2,77.13,0.5,0.41,0.08,15,14.92,0.98,0.13,Europe to Europe,0,0,0,1,0,1,-0.02,2.64,21.29,0,0,2,1,1.23,0.97,0.98,0.64,1.35,0.59,0.59,0.98,-0.04,"2,474",31,0,0,,0,0,0,31,0.3,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Italy,ITA,Europe,0,0,0,0.02,56974100,1.69,0,0.03,18,3,7.3,80.13,0.48,0.33,0.1,9.4,9.3,1.13,0.1,Europe to Europe,0,0,0,1,0,1,0.02,0.14,0.03,0,0.02,-6,6,2.4,0.9,1.01,0.94,1.46,0.9,0.9,0.65,-0.01,895,10,0,0,,0,0,0,10,0.12,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Morocco,MAR,Africa,0,0,0,0.07,29126323,0.49,0,0.06,1100,174,9.9,69.19,0.5,0.46,0.06,21.95,21.89,0.58,0,Europe to Africa,0,0,0,1,0,1,-0.03,0.27,0.11,0,-0.02,-1088,0.1,1.77,1.04,0.98,0.67,2.24,0.39,0.38,1.27,0.09,"2,784",9,0,0,,0,0,0,9,0.11,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Morocco,MAR,Africa,0,0,0,0.07,29126323,0.49,0,0.06,1100,174,9.9,69.19,0.5,0.46,0.06,21.95,21.89,0.58,0,Europe to Africa,0,0,0,1,0,1,-0.04,0.35,6.51,0,-0.04,-1094,0.04,1.64,1.09,0.98,0.56,1.68,0.41,0.4,1.66,0.09,"2,784",14,0,0,,0,0,0,14,0.14,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Netherlands,NLD,Europe,0,0,0,0.02,16046180,0.59,0,0.03,25,13,9.6,78.19,0.5,0.22,0.09,12.6,12.51,0.88,0.11,Europe to Europe,0,0,0,1,0,1,0.01,0.5,0.09,0,0.02,-13,1.38,1.82,0.92,0.98,1.39,1.61,0.67,0.67,0.84,-0.02,"1,745",71,23,0,,0,0,0,94,1.17,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Netherlands,NLD,Europe,0,0,0,0.02,16046180,0.59,0,0.03,25,13,9.6,78.19,0.5,0.22,0.09,12.6,12.51,0.88,0.11,Europe to Europe,0,0,0,1,0,1,0.01,0.64,5.39,0,0,-19,0.54,1.69,0.96,0.98,1.18,1.21,0.71,0.7,1.09,-0.03,"1,745",48,62,0,,0,0,0,110,1.08,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Norway,NOR,Europe,0,0,0,0.02,4513751,2.49,0,0.03,3,5,14.2,78.79,0.5,0.24,0.1,12.6,12.5,0.95,0.16,Europe to Europe,0,0,0,1,0,1,0.02,1.77,0.02,0,0.02,9,3.6,1.23,0.91,0.98,1.31,1.44,0.67,0.67,0.78,-0.07,"2,096",11,0,0,,0,0,0,11,0.14,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Peru,PER,Americas,0,0,0,0.01,26799289,0.22,0.17,0.22,840,138,2.9,71.51,0.5,0.27,0.05,22.94,22.88,0.6,0.15,Europe to Americas,0,0,0,1,0,1,0.03,0.3,0.25,-0.17,-0.18,-828,0.13,6.03,1,0.98,1.16,2.58,0.37,0.37,1.23,-0.06,"11,754",7,0,0,,0,0,0,7,0.09,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Peru,PER,Americas,0,0,0,0.01,26799289,0.22,0.17,0.22,840,138,2.9,71.51,0.5,0.27,0.05,22.94,22.88,0.6,0.15,Europe to Americas,0,0,0,1,0,1,0.02,0.38,14.31,-0.17,-0.19,-834,0.05,5.59,1.05,0.98,0.98,1.93,0.39,0.38,1.6,-0.06,"11,754",5,0,0,,0,0,0,5,0.05,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,South Africa,ZAF,Africa,0,0,0,0.03,45571272,2.9,0,0.04,1700,168,23,55.09,0.49,0.43,0.13,22.72,22.59,0.82,0.2,Europe to Africa,0,0,0,1,0,1,0.01,0.18,0.02,0,0,-1688,0.11,0.76,1.3,0.99,0.72,1.1,0.37,0.37,0.9,-0.11,"7,627",0,238,0,,0,0,0,238,2.97,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Spain,ESP,Europe,0,0,0,0.04,40850412,0.91,0,0.03,19,5,8,79.37,0.49,0.24,0.09,9.9,9.81,0.94,0.11,Europe to Europe,0,0,0,1,0,1,0,0.2,0.06,0,0.02,-7,3.6,2.19,0.9,0.99,1.3,1.59,0.86,0.85,0.79,-0.01,"2,253",5,0,0,,0,0,0,5,0.06,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Slovakia,SVK,Europe,0,0,0,0.03,5378867,0.04,0,0.06,4,8,13.9,73.4,0.49,0.44,0.1,9.5,9.4,0.88,0.09,Europe to Europe,0,0,0,1,0,1,0.01,1.49,1.24,0,-0.02,8,2.25,1.26,0.98,1,0.7,1.44,0.89,0.89,0.84,0.01,776,8,0,0,,0,0,0,8,0.1,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Eswatini,SWZ,Africa,0,1,0,0.01,1013608,0.02,0,0.11,170,528,32.2,45.8,0.48,0.77,0.16,32.1,31.94,0.77,0.2,Europe to Africa,0,0,1,0,1,0,0.03,7.9,2.28,0,-0.07,-158,0.03,0.54,1.57,1.01,0.4,0.88,0.26,0.26,0.96,-0.1,"7,716",5,0,0,,0,0,0,5,0.06,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Sweden,SWE,Europe,0,0,0,0.01,8895960,3.12,0,0.03,5,5,16,79.8,0.49,0.16,0.11,10.3,10.2,0.89,0.13,Europe to Europe,0,0,0,1,0,1,0.02,0.9,0.02,0,0.02,7,3.6,1.09,0.9,0.98,1.94,1.33,0.83,0.82,0.83,-0.04,"1,884",195,0,0,,0,0,0,195,2.43,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Sweden,SWE,Europe,0,0,0,0.01,8895960,3.12,0,0.03,5,5,16,79.8,0.49,0.16,0.11,10.3,10.2,0.89,0.13,Europe to Europe,0,0,0,1,0,1,0.02,1.15,1.03,0,0,1,1.4,1.01,0.94,0.98,1.64,1,0.86,0.86,1.09,-0.04,"1,884",7,0,0,,0,0,0,7,0.07,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,Switzerland,CHE,Europe,0,0,0,0.02,7229854,0.52,0,0.03,5,7,19.6,80.18,0.49,0.27,0.09,10,9.92,0.99,0.15,Europe to Europe,0,0,0,1,0,1,0.02,1.11,0.11,0,0.02,7,2.57,0.89,0.9,1,1.16,1.65,0.85,0.84,0.74,-0.06,"1,336",40,89,0,,0,0,0,129,1.61,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,Switzerland,CHE,Europe,0,0,0,0.02,7229854,0.52,0,0.03,5,7,19.6,80.18,0.49,0.27,0.09,10,9.92,0.99,0.15,Europe to Europe,0,0,0,1,0,1,0.01,1.41,6.16,0,0,1,1,0.83,0.94,1,0.98,1.24,0.89,0.89,0.97,-0.07,"1,336",39,39,0,,0,0,0,78,0.76,0
2001,Bulgaria,BGR,Europe,0,0,0,0.04,8009142,0.06,0,0.04,12,18,17.5,71.77,0.49,0.31,0.14,8.5,8.36,0.74,0.09,United States of America,USA,Americas,0,0,0,0.01,284968955,13.89,0.01,0.03,510,13,11.4,76.84,0.49,0.21,0.09,14.1,14.02,0.76,0,Europe to Americas,0,0,0,1,0,1,0.03,0.03,0,-0.01,0.02,-498,1.38,1.54,0.93,0.99,1.48,1.65,0.6,0.6,0.97,0.09,"4,464",705,617,0,,0,0,0,1322,16.51,0
2001,Czechia,CZE,Europe,0,0,0,0.03,10216605,3.2,0,0.03,6,7,16.2,75.17,0.49,0.26,0.11,8.9,8.8,0.96,0.09,United States of America,USA,Americas,0,0,0,0.01,284968955,13.89,0.01,0.03,510,13,11.4,76.84,0.49,0.21,0.09,14.1,14.02,0.76,0,Europe to Americas,0,0,0,1,0,1,0.02,0.04,0.23,-0.01,0,-504,0.54,1.42,0.98,0.99,1.26,1.24,0.63,0.63,1.27,0.09,"4,464",0,33,0,,0,0,0,33,0.32,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Argentina,ARG,Americas,0,0,0,-0.11,37681743,0.41,0.17,0.04,470,65,10.2,73.93,0.49,0.1,0.08,19.18,19.1,0.66,0.16,Europe to Americas,0,0,0,1,0,1,0.17,0.21,0.14,-0.17,0,-459,0.26,1.72,0.97,1,2.91,1.84,0.44,0.44,1.21,-0.07,"11,934",0,5,0,,0,0,0,5,0.06,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Australia,AUS,Oceania,0,0,0,0.04,19651400,1.23,0,0.03,14,6,11.3,79.94,0.5,0.16,0.07,12.8,12.73,0.88,0,Europe to Oceania,0,0,0,1,0,1,0.02,0.4,0.05,0,0.02,-3,2.83,1.55,0.9,0.98,1.93,2.12,0.66,0.66,0.9,0.1,"15,341",19,10,0,,0,0,0,29,0.37,0
2002,Czechia,CZE,Europe,0,0,0,0.02,10196916,3.25,0,0.03,6,6,15.4,75.22,0.49,0.26,0.11,9.1,8.99,0.81,0.09,Australia,AUS,Oceania,0,0,0,0.04,19651400,1.23,0,0.03,14,6,11.3,79.94,0.5,0.16,0.07,12.8,12.73,0.88,0,Europe to Oceania,0,0,0,1,0,1,-0.02,0.52,2.64,0,0,-8,1,1.36,0.94,0.98,1.66,1.56,0.71,0.71,0.92,0.09,"15,341",5,0,0,,0,0,0,5,0.05,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Austria,AUT,Europe,0,0,0,0.02,8081957,0.29,0,0.03,5,6,19.3,78.68,0.49,0.4,0.09,9.7,9.61,1.04,0.11,Europe to Europe,0,0,0,1,0,1,0.04,0.97,0.2,0,0.02,6,2.83,0.91,0.91,1,0.76,1.53,0.88,0.87,0.77,-0.01,818,5,0,0,,0,0,0,5,0.06,0
2002,Czechia,CZE,Europe,0,0,0,0.02,10196916,3.25,0,0.03,6,6,15.4,75.22,0.49,0.26,0.11,9.1,8.99,0.81,0.09,Austria,AUT,Europe,0,0,0,0.02,8081957,0.29,0,0.03,5,6,19.3,78.68,0.49,0.4,0.09,9.7,9.61,1.04,0.11,Europe to Europe,0,0,0,1,0,1,0,1.26,11.26,0,0,1,1,0.8,0.96,1,0.65,1.13,0.94,0.94,0.78,-0.02,818,5,0,0,,0,0,0,5,0.05,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Belgium,BEL,Europe,0,0,0,0.02,10332785,0.34,0,0.03,8,7,20.9,78.08,0.49,0.03,0.1,10.9,10.8,0.94,0,Europe to Europe,0,0,0,1,0,1,0.04,0.76,0.17,0,0.02,3,2.43,0.84,0.92,0.99,11.05,1.41,0.78,0.77,0.85,0.1,"1,698",19,0,0,,0,0,0,19,0.24,0
2002,Czechia,CZE,Europe,0,0,0,0.02,10196916,3.25,0,0.03,6,6,15.4,75.22,0.49,0.26,0.11,9.1,8.99,0.81,0.09,Belgium,BEL,Europe,0,0,0,0.02,10332785,0.34,0,0.03,8,7,20.9,78.08,0.49,0.03,0.1,10.9,10.8,0.94,0,Europe to Europe,0,0,0,1,0,1,0,0.99,9.59,0,0,-2,0.86,0.74,0.96,0.99,9.49,1.04,0.83,0.83,0.86,0.09,"1,698",35,0,0,,0,0,0,35,0.34,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Canada,CAN,Americas,0,0,0,0.03,31360079,1.4,0,0.03,33,10,11.9,79.49,0.5,0.2,0.07,10.5,10.43,0.5,0.12,Europe to Americas,0,0,0,1,0,1,0.02,0.25,0.04,0,0.02,-22,1.7,1.47,0.9,0.98,1.52,2.03,0.81,0.8,1.6,-0.02,"7,371",742,399,0,,0,0,0,1141,14.56,0
2002,Czechia,CZE,Europe,0,0,0,0.02,10196916,3.25,0,0.03,6,6,15.4,75.22,0.49,0.26,0.11,9.1,8.99,0.81,0.09,Canada,CAN,Americas,0,0,0,0.03,31360079,1.4,0,0.03,33,10,11.9,79.49,0.5,0.2,0.07,10.5,10.43,0.5,0.12,Europe to Americas,0,0,0,1,0,1,-0.02,0.33,2.31,0,0,-27,0.6,1.29,0.95,0.98,1.3,1.49,0.87,0.86,1.62,-0.03,"7,371",717,60,0,,0,0,0,777,7.62,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Cyprus,CYP,Asia,0,0,0,0.04,976968,0.02,0,0.06,1,10,2.2,78.26,0.51,0.31,0.07,12.42,12.35,1.78,0.15,Europe to Asia,0,0,0,1,0,1,0.02,8.02,3.91,0,-0.02,10,1.7,7.95,0.92,0.96,0.97,2.11,0.68,0.68,0.45,-0.05,"1,205",0,5,0,,0,0,0,5,0.06,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Czechia,CZE,Europe,0,0,0,0.02,10196916,3.25,0,0.03,6,6,15.4,75.22,0.49,0.26,0.11,9.1,8.99,0.81,0.09,Europe to Europe,0,0,0,1,0,1,0.04,0.77,0.02,0,0.02,5,2.83,1.14,0.96,1,1.16,1.36,0.93,0.93,0.98,0.01,"1,065",37,58,0,,0,0,0,95,1.21,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Denmark,DNK,Europe,0,0,0,0,5375931,1.79,0,0.03,5,8,14.9,76.9,0.5,0.15,0.11,11.9,11.79,0.85,0.15,Europe to Europe,0,0,0,1,0,1,0.05,1.46,0.03,0,0.02,6,2.13,1.17,0.93,0.98,2.07,1.32,0.71,0.71,0.94,-0.06,"1,637",11,0,0,,0,0,0,11,0.14,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,Finland,FIN,Europe,0,0,0,0.02,5200598,0.18,0,0.03,3,5,22,78.12,0.49,0.17,0.1,10.7,10.61,1.06,0.13,Europe to Europe,0,0,0,1,0,1,0.04,1.51,0.32,0,0.02,8,3.4,0.8,0.92,1,1.74,1.52,0.79,0.79,0.75,-0.03,"1,946",8,0,0,,0,0,0,8,0.1,0
2002,Bulgaria,BGR,Europe,0,0,0,0.06,7837161,0.06,0,0.04,11,17,17.5,71.87,0.49,0.3,0.14,8.5,8.36,0.8,0.1,France,FRA,Europe,0,0,0,0.01,61805266,1.9,0,0.03,73,10,19.8,79.26,0.48,0.24,0.09,12.9,12.81,1.03,0,Europe to Europe,0,0,0,1,0,1,0.05,0.13,0.03,0,0.02,-62,1.7,0.88,0.91,1,1.29,1.64,0.66,0.65,0.77,0.1,"1,758",88,0,0,,0,0,0,88,1.12,0
